0.000	-4.241E-2	5.783E-2	0	0	0	0			
0.033	-8.867E-2	9.252E-2	-1.562	0.983	0	0
0.067	-0.146	0.123	-1.388	1.157	2.976	2.976
0.100	-0.181	0.170	-1.215	1.273	4.464	0.992
0.133	-0.227	0.208	-1.215	1.157	-0.496	-1.984
0.167	-0.262	0.247	-1.157	1.157	-3.974	-2.980
0.200	-0.305	0.285	-1.506	0.985	-4.967	-4.470
0.233	-0.362	0.312	-1.564	0.811	4.469	-1.986
0.266	-0.409	0.339	-1.157	0.867	1.986	2.482
0.300	-0.439	0.370	-1.330	0.983	-0.496	-2.478
0.333	-0.497	0.405	-1.388	0.752	-3.965	-4.461
0.366	-0.532	0.420	-1.388	0.578	4.957	-5.948
0.400	-0.590	0.443	-1.272	0.463	4.957	0.991
0.433	-0.617	0.451	-0.867	0.520	3.470	-2.478
0.466	-0.648	0.478	-1.099	0.463	-0.496	0.000
0.500	-0.690	0.482	-0.985	0.348	-3.475	-3.971
0.533	-0.713	0.501	-1.158	0.347	-11.91	-4.963
0.566	-0.767	0.505	-1.908	-5.781E-2	-7.444	-3.474
0.600	-0.840	0.497	-1.734	5.781E-2	7.937	0.496
0.633	-0.883	0.509	-1.216	0.116	11.43	0.000
0.666	-0.921	0.505	-1.044	-5.798E-2	10.92	-5.461
0.700	-0.952	0.505	-0.521	-0.174	3.473	1.488
0.733	-0.956	0.493	-0.635	-5.773E-2	-7.442	0.496
0.766	-0.995	0.501	-1.215	0.000	-9.427	0.992
0.800	-1.037	0.493	-1.218	-0.116	-0.496	-4.960
0.833	-1.076	0.493	-1.215	-0.231	2.483	-4.966
0.866	-1.118	0.478	-1.098	-0.520	5.457	-0.496
0.900	-1.149	0.459	-0.810	-0.289	-1.982	0.496
0.933	-1.172	0.459	-1.157	-0.347	2.259E-13	0.993
0.966	-1.226	0.436	-1.042	-0.405	0.993	-7.445
0.999	-1.241	0.432	-0.810	-0.637	0.993	-3.474
1.033	-1.280	0.393	-1.157	-0.868	-4.963	-1.489
1.066	-1.318	0.374	-1.099	-0.579	-0.496	0.000
1.099	-1.353	0.355	-1.157	-0.868	3.971	-1.489
1.133	-1.396	0.316	-0.926	-0.810	8.934	0.993
1.166	-1.415	0.301	-0.463	-0.637	-0.775	-2.629
1.199	-1.426	0.274	-0.913	-1.050	-9.771	-7.131
1.233	-1.476	0.231	-1.316	-1.172	-5.179	-0.962
1.266	-1.514	0.196	-1.133	-1.047	5.835	1.884
1.299	-1.551	0.161	-0.966	-1.059	2.864	-1.950
1.333	-1.578	0.125	-0.890	-1.168	1.272	-1.750
1.366	-1.611	8.299E-2	-0.927	-1.205	-0.954	4.930
1.399	-1.640	4.462E-2	-0.929	-0.854	4.770	16.54
1.433	-1.672	2.605E-2	-0.669	-9.286E-2	0	0	
1.466	-1.685	3.843E-2	0	0	0	0
