0.000	-0.244	0.338	0	0	0	0			
0.033	-0.489	0.526	-7.615	5.923	0	0
0.067	-0.752	0.733	-6.205	5.641	4.837	0.000
0.100	-0.902	0.902	-6.487	5.641	2.418	4.837
0.133	-1.184	1.109	-7.051	6.205	2.418	4.837
0.167	-1.372	1.316	-5.641	5.923	24.18	-12.09
0.200	-1.560	1.504	-5.641	5.359	-4.837	-36.28
0.233	-1.748	1.673	-5.923	3.667	-2.422	-21.80
0.267	-1.955	1.748	-5.932	3.390	7.265	19.37
0.300	-2.143	1.898	-5.366	5.366	2.421	2.421
0.333	-2.312	2.105	-5.639	3.947	-9.683	-24.21
0.366	-2.519	2.162	-6.203	2.820	4.834	-19.33
0.400	-2.726	2.293	-5.357	3.383	16.92	14.50
0.433	-2.876	2.387	-4.793	3.383	16.92	-9.667
0.466	-3.045	2.519	-4.511	3.102	-9.682	-12.10
0.500	-3.177	2.594	-5.083	2.259	-4.848	-9.696
0.533	-3.383	2.669	-5.373	2.545	7.266	-2.422
0.566	-3.534	2.763	-4.232	2.257	-2.420	-24.20
0.600	-3.665	2.820	-5.348	0.844	-7.254	-16.93
0.633	-3.891	2.820	-5.356	0.846	2.416	2.416
0.666	-4.023	2.876	-4.517	1.412	19.36	7.259
0.700	-4.192	2.914	-4.517	1.129	0.000	-24.23
0.733	-4.323	2.951	-4.235	0.000	7.249	-9.665
0.766	-4.474	2.914	-4.223	0.000	-16.93	-4.837
0.800	-4.605	2.951	-5.072	0.282	19.36	-7.261
0.833	-4.812	2.932	-3.676	-0.848	7.248	-31.41
0.866	-4.850	2.895	-3.385	-1.692	0.000	-14.51
0.900	-5.038	2.820	-4.782	-1.969	-12.09	7.256
0.933	-5.169	2.763	-3.667	-1.128	16.93	14.52
0.966	-5.282	2.744	-3.678	-0.849	-2.419	-2.419
0.999	-5.414	2.707	-3.949	-1.410	-24.22	-12.11
1.033	-5.545	2.650	-5.070	-1.690	9.677	-9.677
1.066	-5.752	2.594	-3.950	-1.975	9.664	-16.91
1.099	-5.808	2.519	-3.386	-2.821	0.000	-14.52
1.133	-5.977	2.406	-4.796	-3.104	-26.62	-2.420
1.166	-6.128	2.312	-4.796	-2.821	-12.10	-9.680
1.199	-6.297	2.218	-5.643	-3.668	9.680	-16.94
1.233	-6.504	2.068	-4.514	-4.232	33.88	-12.10
1.266	-6.598	1.936	-2.821	-4.232	14.52	-2.420
1.299	-6.692	1.786	-3.668	-4.514	-16.94	14.52
1.333	-6.842	1.635	-4.232	-3.386	-7.260	0.000
1.366	-6.974	1.560	-3.950	-3.950	4.840	-33.88
1.399	-7.105	1.372	-3.950	-6.207	-29.04	-33.88
1.433	-7.237	1.147	-5.643	-6.207	-14.50	14.50
1.466	-7.481	0.959	-5.633	-5.070	24.16	19.32
1.499	-7.613	0.808	-3.380	-4.788	48.30	-2.415
1.533	-7.707	0.639	-2.538	-5.359	-26.56	-26.56
1.566	-7.782	0.451	-4.795	-6.487	-16.93	7.255
1.599	-8.026	0.207	-4.795	-5.359	7.255	74.97
1.633	-8.102	9.398E-2	-3.103	-1.128	0	0	
1.666	-8.233	0.132	0	0	0	0
