0.000	-0.151	0.278	0	0	0	0		
0.033	-0.410	0.537	-7.771	6.846	0	0
0.067	-0.669	0.734	-7.771	6.476	3.173	7.932
0.100	-0.928	0.968	-7.586	7.586	-11.11	7.932
0.133	-1.174	1.239	-8.326	7.216	-7.932	-4.759
0.167	-1.483	1.449	-8.511	6.846	28.56	-17.45
0.200	-1.742	1.696	-6.291	6.476	25.38	-20.62
0.233	-1.902	1.881	-6.291	5.181	-19.04	3.173
0.267	-2.161	2.041	-8.141	6.476	-6.346	14.28
0.300	-2.445	2.312	-6.846	6.846	17.45	-14.28
0.333	-2.617	2.497	-6.291	4.996	12.69	-33.32
0.367	-2.864	2.645	-6.661	4.626	-6.346	-4.759
0.400	-3.061	2.805	-6.291	4.811	19.04	9.519
0.433	-3.283	2.966	-5.736	5.181	-1.586	-25.38
0.467	-3.443	3.151	-5.921	3.516	19.04	-20.62
0.500	-3.678	3.200	-5.181	2.960	12.69	-19.04
0.533	-3.789	3.348	-4.256	3.145	-7.932	1.586
0.566	-3.961	3.410	-6.106	2.405	-26.97	-11.11
0.600	-4.196	3.508	-6.291	2.775	-9.533	-4.767
0.633	-4.381	3.595	-6.300	2.038	6.365	-1.591
0.666	-4.615	3.644	-6.310	2.413	13.04	5.946
0.700	-4.800	3.755	-5.161	2.844	28.40	-11.84
0.733	-4.959	3.834	-4.436	1.470	25.24	-10.96
0.766	-5.096	3.853	-3.526	1.763	5.654	-25.22
0.800	-5.194	3.951	-3.820	0.588	-27.72	-30.24
0.833	-5.350	3.892	-5.583	-1.175	-37.80	-17.64
0.866	-5.566	3.873	-6.464	-0.147	2.520	11.34
0.900	-5.781	3.882	-5.436	-0.294	3.780	-5.041
0.933	-5.928	3.853	-5.730	-0.735	11.31	8.799
0.966	-6.163	3.834	-5.422	0.293	3.776	5.035
1.000	-6.290	3.873	-4.696	0.000	15.12	-17.65
1.033	-6.476	3.834	-5.009	-1.326	10.07	-31.46
1.066	-6.623	3.785	-3.819	-1.910	-7.558	-6.299
1.100	-6.730	3.706	-5.127	-1.904	6.298	-1.260
1.133	-6.965	3.657	-4.406	-1.762	10.07	-7.556
1.166	-7.024	3.589	-3.240	-2.503	15.11	-16.37
1.199	-7.181	3.491	-4.260	-2.938	-21.42	-7.558
1.233	-7.308	3.393	-4.249	-2.931	-1.259	5.037
1.266	-7.465	3.295	-4.552	-2.643	-6.294	2.518
1.299	-7.611	3.217	-4.562	-2.649	16.37	-5.038
1.333	-7.768	3.119	-3.673	-3.085	-11.34	-21.42
1.366	-7.856	3.011	-4.694	-3.960	-17.61	-18.87
1.399	-8.081	2.855	-5.720	-4.547	-3.775	-18.88
1.433	-8.238	2.708	-4.409	-4.997	22.70	-2.522
1.466	-8.375	2.522	-4.271	-5.007	6.301	-2.520
1.499	-8.522	2.375	-4.112	-4.847	15.13	16.40
1.533	-8.649	2.199	-3.227	-4.254	0.000	1.260
1.566	-8.737	2.091	-3.820	-4.261	-12.58	-23.91
1.599	-8.903	1.915	-4.555	-6.171	-8.821	-17.64
1.633	-9.040	1.680	-4.114	-5.730	2.520	6.301
1.666	-9.178	1.533	-4.408	-5.142	0.000	8.821
1.699	-9.334	1.338	-4.261	-5.583	-1.257	-20.12
1.733	-9.461	1.161	-4.251	-6.157	6.295	-10.07
1.766	-9.618	0.926	-4.110	-6.606	-2.522	-1.261
1.799	-9.735	0.721	-4.125	-6.040	7.553	3.777
1.832	-9.892	0.525	-3.966	-6.316	-1.260	6.299
1.866	-10.000	0.300	-3.808	-5.859	27.71	62.98
1.899	-10.15	0.134	-2.644	-2.203	0	0	
1.932	-10.18	0.153	0	0	0	0

