0.000	-0.176	0.196	0	0	0	0	
0.033	-0.392	0.490	-6.766	7.061	0	0
0.067	-0.627	0.667	-6.401	6.768	-31.28	-5.235
0.100	-0.820	0.942	-8.268	7.500	-27.27	-2.949
0.133	-1.178	1.166	-9.275	6.240	-12.59	-17.51
0.167	-1.436	1.357	-8.244	6.225	30.29	-24.52
0.200	-1.728	1.581	-7.721	5.036	8.651	-25.95
0.233	-1.952	1.693	-7.231	3.868	-10.09	-24.50
0.267	-2.210	1.839	-8.592	3.875	-7.219	-1.444
0.300	-2.524	1.951	-8.086	3.538	14.46	-13.02
0.333	-2.748	2.075	-7.076	3.201	11.55	-7.216
0.366	-2.995	2.164	-7.565	2.858	-21.64	-18.75
0.400	-3.253	2.265	-8.401	2.184	-8.651	-1.442
0.433	-3.555	2.310	-8.415	2.356	-2.882	-8.647
0.466	-3.813	2.422	-8.247	2.188	-10.10	-18.77
0.500	-4.105	2.456	-9.256	0.673	-4.331	-14.44
0.533	-4.430	2.467	-8.752	1.178	25.98	4.331
0.566	-4.688	2.534	-7.237	1.346	44.75	-8.661
0.600	-4.912	2.557	-5.890	0.337	4.331	-20.21
0.633	-5.080	2.557	-6.564	0.000	-24.54	-14.44
0.666	-5.349	2.557	-8.078	-0.505	-11.53	-21.61
0.700	-5.618	2.523	-7.224	-1.512	10.09	-18.75
0.733	-5.832	2.456	-7.061	-1.849	2.887	-4.330
0.766	-6.089	2.400	-7.418	-1.686	5.766	11.53
0.800	-6.325	2.344	-6.561	-1.178	-7.213	-15.87
0.833	-6.527	2.321	-7.556	-2.351	-4.328	-17.31
0.866	-6.829	2.187	-7.572	-3.029	-1.443	-11.54
0.900	-7.031	2.119	-6.914	-2.530	10.10	-1.443
0.933	-7.289	2.018	-7.401	-3.364	-11.56	-37.56
0.966	-7.525	1.895	-7.395	-4.874	5.773	-15.88
1.000	-7.782	1.693	-7.239	-4.882	-4.326	4.326
1.033	-8.007	1.570	-7.408	-4.041	14.44	2.889
1.066	-8.276	1.424	-6.734	-4.882	0.000	-24.56
1.099	-8.455	1.245	-6.734	-5.724	-8.667	-14.44
1.133	-8.724	1.043	-7.913	-5.892	-10.09	-4.326
1.166	-8.982	0.852	-7.226	-5.882	15.85	1.441
1.200	-9.206	0.651	-6.720	-5.880	5.764	-21.61
1.233	-9.431	0.460	-6.898	-7.066	-10.08	-8.642
1.266	-9.666	0.180	-7.403	-7.066	8.655	60.59
1.299	-9.924	-1.097E-2	-6.561	-2.860	21.64	82.23
1.333	-10.10	-1.097E-2	-5.552	-0.841	0	0	
1.366	-10.29	-6.703E-2	0	0	0	0
