0.000	-0.196	0.269	0	0	0	0			
0.033	-0.538	0.611	-10.27	9.173	0	0
0.067	-0.880	0.880	-9.540	6.972	25.17	-47.19
0.100	-1.174	1.076	-8.440	5.871	15.73	-6.292
0.133	-1.443	1.272	-8.440	6.605	9.453	6.302
0.167	-1.736	1.516	-8.085	6.615	-6.311	-12.62
0.200	-1.981	1.712	-8.465	5.521	-11.24	-9.367
0.233	-2.299	1.883	-9.278	5.876	4.967	-3.865
0.266	-2.599	2.103	-8.007	5.640	15.07	-7.169
0.300	-2.833	2.259	-7.901	4.975	9.536	-19.05
0.333	-3.126	2.435	-7.901	4.682	12.55	-5.018
0.366	-3.360	2.571	-6.730	4.389	-17.56	-17.56
0.400	-3.574	2.727	-8.779	3.804	-85.31	-7.527
0.433	-3.945	2.825	-12.88	3.512	-45.16	-15.05
0.466	-4.432	2.961	-12.29	3.219	110.4	-7.527
0.500	-4.764	3.039	-5.267	2.634	115.4	-32.62
0.533	-4.783	3.137	-3.219	1.463	-17.56	-2.509
0.566	-4.978	3.137	-7.608	1.756	-70.25	-10.04
0.600	-5.290	3.254	-8.194	1.756	-20.07	-5.018
0.633	-5.524	3.254	-8.194	0.585	-5.018	-35.13
0.666	-5.836	3.293	-9.072	0.000	-7.527	-15.05
0.700	-6.129	3.254	-8.486	-0.878	27.60	-2.509
0.733	-6.402	3.235	-7.316	0.000	17.56	-5.018
0.766	-6.617	3.254	-7.023	-0.878	0.000	-17.56
0.800	-6.870	3.176	-7.608	-1.756	0.000	-10.04
0.833	-7.124	3.137	-7.023	-1.171	15.05	15.05
0.866	-7.338	3.098	-6.438	-0.878	-15.05	-32.62
0.900	-7.553	3.078	-7.901	-2.926	-42.65	-25.09
0.933	-7.865	2.903	-9.657	-3.512	-22.58	-5.018
0.966	-8.196	2.844	-9.364	-2.341	25.09	-5.018
1.000	-8.489	2.747	-7.901	-4.097	32.62	-20.07
1.033	-8.723	2.571	-7.023	-4.097	25.09	5.018
1.066	-8.957	2.474	-6.438	-3.219	-5.018	-12.55
1.100	-9.152	2.357	-7.023	-4.975	-20.07	-17.56
1.133	-9.425	2.142	-8.194	-4.975	-10.04	-17.56
1.166	-9.698	2.025	-7.608	-5.267	-5.018	-30.11
1.200	-9.932	1.791	-8.194	-7.608	15.05	-25.09
1.233	-10.24	1.518	-7.316	-7.023	-7.527	5.018
1.266	-10.42	1.323	-7.608	-6.730	0.000	2.509
1.299	-10.75	1.070	-8.486	-7.316	-12.55	-17.56
1.333	-10.98	0.836	-7.608	-7.608	25.09	-35.13
1.366	-11.26	0.563	-7.316	-9.657	-2.509	-22.58
1.399	-11.47	0.192	-7.316	-9.657	17.56	42.65
1.433	-11.75	-8.084E-2	-6.730	-6.438	32.62	120.4
1.466	-11.92	-0.237	-4.682	-1.756	30.15	80.41
1.499	-12.06	-0.198	-4.689	-0.293	25.17	32.72
1.533	-12.23	-0.256	-3.522	-0.587	0	0	
1.566	-12.29	-0.237	0	0	0	0
